ORACLE [0] PSEUDO [0]
ORACLE [0] PSEUDO [0]
ORACLE [0] PSEUDO [0]
ORACLE [0] PSEUDO [0]
ORACLE [0] PSEUDO [0]
ORACLE [0] PSEUDO [0]
ORACLE [0] PSEUDO [0]
ORACLE [0] PSEUDO [0]
ORACLE [0] PSEUDO [0]
ORACLE [0] PSEUDO [0]
ORACLE [0] PSEUDO [0]
ORACLE [0] PSEUDO [0]
ORACLE [0] PSEUDO [0]
ORACLE [0] PSEUDO [0]
ORACLE [0] PSEUDO [0]
ORACLE [0] PSEUDO [0]
ORACLE [0] PSEUDO [1]
ORACLE [0] PSEUDO [0]
ORACLE [0] PSEUDO [0]
ORACLE [0] PSEUDO [0]
ORACLE [0] PSEUDO [0]
ORACLE [0] PSEUDO [0]
ORACLE [0] PSEUDO [0]
ORACLE [0] PSEUDO [0]
ORACLE [0] PSEUDO [0]
ORACLE [0] PSEUDO [0]
ORACLE [0] PSEUDO [0]
ORACLE [0] PSEUDO [0]
ORACLE [0] PSEUDO [1]
ORACLE [0] PSEUDO [0]
ORACLE [0] PSEUDO [0]
ORACLE [0] PSEUDO [0]
ORACLE [0] PSEUDO [0]
ORACLE [0] PSEUDO [0]
ORACLE [0] PSEUDO [0]
ORACLE [0] PSEUDO [0]
ORACLE [0] PSEUDO [0]
ORACLE [0] PSEUDO [0]
ORACLE [0] PSEUDO [0]
ORACLE [0] PSEUDO [0]
ORACLE [0] PSEUDO [0]
ORACLE [0] PSEUDO [0]
ORACLE [0] PSEUDO [0]
ORACLE [0] PSEUDO [0]
ORACLE [0] PSEUDO [0]
ORACLE [0] PSEUDO [0]
ORACLE [0] PSEUDO [0]
ORACLE [0] PSEUDO [0]
ORACLE [0] PSEUDO [0]
ORACLE [0] PSEUDO [0]
ORACLE [0] PSEUDO [0]
ORACLE [0] PSEUDO [0]
ORACLE [0] PSEUDO [0]
ORACLE [0] PSEUDO [0]
ORACLE [0] PSEUDO [0]
ORACLE [0] PSEUDO [0]
ORACLE [0] PSEUDO [0]
ORACLE [0] PSEUDO [0]
ORACLE [0] PSEUDO [0]
ORACLE [0] PSEUDO [0]
